title,url,content,clean_text,clean_text_nostop,sentiment_score,sentiment_label
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Saudara harus menjadi pelita harapan.,saudara harus menjadi pelita harapan,saudara menjadi pelita harapan,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara harus menjadi tonggak, dukungan, dan kepemimpinan bagi masyarakat.",saudara harus menjadi tonggak dukungan dan kepemimpinan bagi masyarakat,saudara menjadi tonggak dukungan kepemimpinan masyarakat,4,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara sekalian,Saudara adalah angkatan pamong praja yang telah ikut turun langsung selama satu bulan membantu menangani bencana di Aceh.",saudara saudara sekalian saudara adalah angkatan pamong praja yang telah ikut turun langsung selama satu bulan membantu menangani bencana di aceh,saudara saudara sekalian saudara angkatan pamong praja telah ikut turun langsung selama satu bulan membantu menangani bencana aceh,-19,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Sebelum Saudara dilantik, Saudara sudah dituntut untuk bekerja membantu rakyat di saat rakyat menghadapi kesulitan.",sebelum saudara dilantik saudara sudah dituntut untuk bekerja membantu rakyat di saat rakyat menghadapi kesulitan,saudara dilantik saudara dituntut bekerja membantu rakyat saat rakyat menghadapi kesulitan,-9,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara,Menjadi pamong praja bukan sekadar menyandang pangkat atau jabatan.",saudara saudara menjadi pamong praja bukan sekadar menyandang pangkat atau jabatan,saudara saudara menjadi pamong praja bukan sekadar menyandang pangkat jabatan,-1,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Kehormatan seorang aparatur negara tidak diukur dari kedudukannya, tapi seberapa besar manfaat yang dirasakan oleh rakyat.",kehormatan seorang aparatur negara tidak diukur dari kedudukannya tapi seberapa besar manfaat yang dirasakan oleh rakyat,kehormatan seorang aparatur negara diukur kedudukannya seberapa besar manfaat dirasakan rakyat,8,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara,Saudara adalah pelayan rakyat.",saudara saudara saudara adalah pelayan rakyat,saudara saudara saudara pelayan rakyat,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara harus melayani, melindungi, dan mengayomi masyarakat, mengayomi rakyat Indonesia dengan sebaik-baiknya.",saudara harus melayani melindungi dan mengayomi masyarakat mengayomi rakyat indonesia dengan sebaik baiknya,saudara melayani melindungi mengayomi masyarakat mengayomi rakyat indonesia sebaik baiknya,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Rakyat kita tidak membutuhkan birokrasi yang berbelit-belit.,rakyat kita tidak membutuhkan birokrasi yang berbelit belit,rakyat tidak membutuhkan birokrasi berbelit belit,-8,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Rakyat kita tidak perlu pemimpin-pemimpin yang tidak bekerja dengan sebaik-baiknya.,rakyat kita tidak perlu pemimpin pemimpin yang tidak bekerja dengan sebaik baiknya,rakyat tidak perlu pemimpin pemimpin tidak bekerja sebaik baiknya,-7,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Rakyat membutuhkan, bahkan rakyat menuntut aparatur yang bekerja jujur, disiplin, bersih, tidak korupsi, berani mengambil keputusan, dan selalu hadir ketika rakyat membutuhkan.",rakyat membutuhkan bahkan rakyat menuntut aparatur yang bekerja jujur disiplin bersih tidak korupsi berani mengambil keputusan dan selalu hadir ketika rakyat membutuhkan,rakyat membutuhkan bahkan rakyat menuntut aparatur bekerja jujur disiplin bersih korupsi berani mengambil keputusan selalu hadir rakyat membutuhkan,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Rakyat menuntut aparatur negara yang mengutamakan kepentingan rakyat, bukan kepentingan pribadi atau golongan.",rakyat menuntut aparatur negara yang mengutamakan kepentingan rakyat bukan kepentingan pribadi atau golongan,rakyat menuntut aparatur negara mengutamakan kepentingan rakyat bukan kepentingan pribadi golongan,4,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Di mana pun Saudara bertugas, ingat, Saudara adalah wajah dan lambang negara.",di mana pun saudara bertugas ingat saudara adalah wajah dan lambang negara,mana saudara bertugas ingat saudara wajah lambang negara,-6,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Dari sikap Saudara, dari penampilan Saudara, rakyat menilai apakah negara kita hadir atau tidak, apakah negara kita tertib atau tidak, apakah negara kita membanggakan atau tidak, apakah negara kita negara yang terhormat atau tidak.",dari sikap saudara dari penampilan saudara rakyat menilai apakah negara kita hadir atau tidak apakah negara kita tertib atau tidak apakah negara kita membanggakan atau tidak apakah negara kita negara yang terhormat atau tidak,sikap saudara penampilan saudara rakyat menilai negara hadir tidak negara tertib tidak negara membanggakan tidak negara negara terhormat tidak,-27,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Rakyat yang akan merasakan apakah negara peduli dengan rakyatnya atau tidak.,rakyat yang akan merasakan apakah negara peduli dengan rakyatnya atau tidak,rakyat akan merasakan negara peduli rakyatnya tidak,-6,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Dan, dari keputusan-keputusan Saudara, rakyat akan menilai apakah negara layak dipercaya atau tidak.",dan dari keputusan keputusan saudara rakyat akan menilai apakah negara layak dipercaya atau tidak,dari keputusan keputusan saudara rakyat menilai negara layak dipercaya tidak,-9,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Itu beratnya tugas dan tanggung jawab seorang pamong praja.,itu beratnya tugas dan tanggung jawab seorang pamong praja,beratnya tugas tanggung jawab seorang pamong praja,-8,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Karena itu, bekerjalah dengan sebaik-baiknya.",karena itu bekerjalah dengan sebaik baiknya,itu bekerjalah sebaik baiknya,-1,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Kalau Saudara bekerja dengan baik, rakyat akan semakin percaya dan semakin cinta kepada negaranya.",kalau saudara bekerja dengan baik rakyat akan semakin percaya dan semakin cinta kepada negaranya,kalau saudara bekerja baik rakyat semakin percaya semakin cinta negaranya,3,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Tapi kalau Saudara mengecewakan rakyat, yang rusak bukan hanya nama Saudara, melainkan yang rusak adalah kepercayaan rakyat kepada negara.",tapi kalau saudara mengecewakan rakyat yang rusak bukan hanya nama saudara melainkan yang rusak adalah kepercayaan rakyat kepada negara,kalau saudara mengecewakan rakyat rusak bukan nama saudara yang rusak kepercayaan rakyat negara,-23,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara,Kita mempunyai cita-cita yang besar.",saudara saudara kita mempunyai cita cita yang besar,saudara saudara mempunyai cita cita besar,2,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Indonesia adalah negara besar.,indonesia adalah negara besar,indonesia negara besar,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Dari jumlah penduduk, kita negara keempat terbesar di dunia.",dari jumlah penduduk kita negara keempat terbesar di dunia,jumlah penduduk negara keempat terbesar dunia,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Luas, luas wilayah kita sama dengan 27 negara Eropa.",luas luas wilayah kita sama dengan negara eropa,luas luas wilayah sama negara eropa,9,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Negara kita sangat luas, sangat besar, dan sekarang kita semakin yakin betapa kayanya negara kita.",negara kita sangat luas sangat besar dan sekarang kita semakin yakin betapa kayanya negara kita,negara sangat luas sangat besar sekarang semakin yakin betapa kayanya negara,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Karena kayanya ini, negara kita ratusan tahun jadi sasaran bangsa-bangsa lain.",karena kayanya ini negara kita ratusan tahun jadi sasaran bangsa bangsa lain,kayanya negara ratusan tahun jadi sasaran bangsa bangsa,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Mereka datang untuk mengambil kekayaan kita.,mereka datang untuk mengambil kekayaan kita,datang mengambil kekayaan,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara,Banyak pemimpin-pemimpin kita ratusan tahun diadu domba.Divide et impera, pecah belah dan berkuasa, itu adalah hukum mereka, itu adalah ilmu mereka,divide et impera,pecah belah, pecah belah antara suku, pecah belah antara agama, pecah belah antara ras, pecah belah antara kelompok etnis, pecah belah antara golongan.",saudara saudara banyak pemimpin pemimpin kita ratusan tahun diadu domba divide et impera pecah belah dan berkuasa itu adalah hukum mereka itu adalah ilmu mereka divide et impera pecah belah pecah belah antara suku pecah belah antara agama pecah belah antara ras pecah belah antara kelompok etnis pecah belah antara golongan,saudara saudara banyak pemimpin pemimpin ratusan tahun diadu domba divide et impera pecah belah berkuasa hukum itu adalah ilmu divide et impera pecah belah pecah belah suku pecah belah agama pecah belah ras pecah belah kelompok etnis pecah belah golongan,-46,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara sekalian,Untuk sebuah negara kuat dan berhasil, negara itu memerlukan suatu pemerintahan dalam negeri yang unggul, yang efisien, yang disiplin, dan yang paling penting pemerintahan dalam negeri yang tidak korup, yang cinta tanah air, yang mengutamakan kepentingan rakyat di atas kepentingan yang lain.",saudara saudara sekalian untuk sebuah negara kuat dan berhasil negara itu memerlukan suatu pemerintahan dalam negeri yang unggul yang efisien yang disiplin dan yang paling penting pemerintahan dalam negeri yang tidak korup yang cinta tanah air yang mengutamakan kepentingan rakyat di atas kepentingan yang lain,saudara saudara sekalian sebuah negara kuat berhasil negara memerlukan suatu pemerintahan negeri unggul efisien disiplin paling penting pemerintahan negeri tidak korup cinta tanah air mengutamakan kepentingan rakyat atas kepentingan yang lain,-12,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Dengan pemerintahan dalam negeri yang demikian, sejarah manusia mengajarkan kepada kita negara akan berhasil, bangsa akan menjadi makmur, rakyat akan menjadi sejahtera.",dengan pemerintahan dalam negeri yang demikian sejarah manusia mengajarkan kepada kita negara akan berhasil bangsa akan menjadi makmur rakyat akan menjadi sejahtera,pemerintahan negeri demikian sejarah manusia mengajarkan kita negara berhasil bangsa menjadi makmur rakyat menjadi sejahtera,10,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara sekalian,Cita-cita besar kita adalah Indonesia menjadi negara yang maju dan modern, negara yang mandiri, yang berdiri di atas kaki kita sendiri, yang tidak diatur oleh bangsa lain, tidak didikte oleh bangsa lain, tidak ditipu oleh bangsa lain.",saudara saudara sekalian cita cita besar kita adalah indonesia menjadi negara yang maju dan modern negara yang mandiri yang berdiri di atas kaki kita sendiri yang tidak diatur oleh bangsa lain tidak didikte oleh bangsa lain tidak ditipu oleh bangsa lain,saudara saudara sekalian cita cita besar adalah indonesia menjadi negara maju modern negara mandiri berdiri atas kaki sendiri tidak diatur bangsa tidak didikte bangsa tidak ditipu bangsa,-24,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Kita ingin melihat rakyat kita hidup dengan baik, hidup dengan sejahtera, setiap warga negara merasa aman, setiap warga negara mendapat penghasilan yang layak dan cukup, tidak ada di antara rakyat Indonesia yang lapar, tidak ada anak-anak Indonesia yang tidak bisa sekolah, tidak ada warga negara kita yang tidak bisa dapat pelayanan rumah sakit bila perlu, tidak ada di antara rakyat kita yang tidak tinggal di rumah yang layak.",kita ingin melihat rakyat kita hidup dengan baik hidup dengan sejahtera setiap warga negara merasa aman setiap warga negara mendapat penghasilan yang layak dan cukup tidak ada di antara rakyat indonesia yang lapar tidak ada anak anak indonesia yang tidak bisa sekolah tidak ada warga negara kita yang tidak bisa dapat pelayanan rumah sakit bila perlu tidak ada di antara rakyat kita yang tidak tinggal di rumah yang layak,ingin melihat rakyat hidup baik hidup sejahtera warga negara merasa aman warga negara mendapat penghasilan layak cukup ada antara rakyat indonesia lapar ada anak anak indonesia sekolah ada warga negara bisa pelayanan rumah sakit bila perlu ada antara rakyat yang tidak tinggal rumah yang layak,-52,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Itu cita-cita kita, itu perjuangan kita, itu nanti tugas Saudara-saudara sekalian.",itu cita cita kita itu perjuangan kita itu nanti tugas saudara saudara sekalian,cita cita itu perjuangan itu tugas saudara saudara sekalian,-5,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Cita-cita besar itu di ambang keberhasilan.,cita cita besar itu di ambang keberhasilan,cita cita besar di ambang keberhasilan,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Semua pakar dunia meramalkan, 25 tahun lagi Indonesia menjadi ekonomi keempat di dunia, keempat, di atas Prancis, Jerman, Inggris.",semua pakar dunia meramalkan tahun lagi indonesia menjadi ekonomi keempat di dunia keempat di atas prancis jerman inggris,semua pakar dunia meramalkan tahun indonesia menjadi ekonomi keempat dunia keempat atas prancis jerman inggris,-14,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Dua puluh lima tahun yang akan datang, Saudara-saudara yang akan menjalankan pemerintahan yang sebenarnya.",dua puluh lima tahun yang akan datang saudara saudara yang akan menjalankan pemerintahan yang sebenarnya,puluh lima tahun akan datang saudara saudara akan menjalankan pemerintahan sebenarnya,0,netral
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Dua puluh lima tahun yang akan datang, sebagian dari Saudara akan jadi gubernur, mungkin di antara Saudara akan berdiri di podium ini.",dua puluh lima tahun yang akan datang sebagian dari saudara akan jadi gubernur mungkin di antara saudara akan berdiri di podium ini,puluh lima tahun datang sebagian saudara jadi gubernur mungkin antara saudara akan berdiri podium,-7,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Masa depan milik Saudara-saudara sekalian.,masa depan milik saudara saudara sekalian,masa depan milik saudara saudara sekalian,1,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Kami di sini bekerja, mengabdi untuk membuka jalan bagi Saudara-saudara sekalian.",kami di sini bekerja mengabdi untuk membuka jalan bagi saudara saudara sekalian,di sini bekerja mengabdi membuka jalan saudara saudara sekalian,-3,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara adalah anak-anak kami, yang kami siapkan untuk menjaga republik ini setelah kami sudah tidak ada.",saudara saudara adalah anak anak kami yang kami siapkan untuk menjaga republik ini setelah kami sudah tidak ada,saudara saudara anak anak yang siapkan menjaga republik setelah sudah ada,-19,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Karena itu, Saudara harus jadi pemimpin-pemimpin yang terbaik.",karena itu saudara harus jadi pemimpin pemimpin yang terbaik,itu saudara jadi pemimpin pemimpin terbaik,1,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara adalah penggerak birokrasi pemerintahan, penentu keberhasilan pembangunan di lapangan.",saudara adalah penggerak birokrasi pemerintahan penentu keberhasilan pembangunan di lapangan,saudara penggerak birokrasi pemerintahan penentu keberhasilan pembangunan lapangan,3,positif
