title,url,content,clean_text,clean_text_nostop,sentiment_score,sentiment_label
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Ini, kan, tidak termasuk kasar, kan.",ini kan tidak termasuk kasar kan,kan termasuk kasar kan,-3,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Bajingan, ya, bajingan itu.",bajingan ya bajingan itu,bajingan bajingan,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Bajingan.,bajingan,bajingan,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Bajingan bangsa, bahasa apa itu bajingan itu?",bajingan bangsa bahasa apa itu bajingan itu,bajingan bangsa bahasa apa bajingan,-7,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Bahasa Betawi, ya?",bahasa betawi ya,bahasa betawi,-4,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Memang saya lahir di Betawi.,memang saya lahir di betawi,memang lahir betawi,1,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi maaf kalau saya, kalau saya semangat.",jadi maaf kalau saya kalau saya semangat,jadi maaf kalau kalau semangat,-8,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saya, kata-kata, kata-kata Betawi keluar.Sorry,ye.",saya kata kata kata kata betawi keluar sorry ye,kata kata kata kata betawi keluar sorry ye,-11,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Ini hari jadi koperasi atau udah mulai kampanye ini?,ini hari jadi koperasi atau udah mulai kampanye ini,hari jadi koperasi udah mulai kampanye,2,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Gue enggak tahu.,gue enggak tahu,gue enggak tahu,-4,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Enggak.,enggak,enggak,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saudara-saudara,Tadi benar kita akan berbuat gerakan-gerakan atau upaya yang asasi, yang mengurus masalah dari akarnya, Saudara-saudara, ya.",saudara saudara tadi benar kita akan berbuat gerakan gerakan atau upaya yang asasi yang mengurus masalah dari akarnya saudara saudara ya,saudara saudara tadi benar akan berbuat gerakan gerakan upaya asasi mengurus masalah akarnya saudara saudara,-7,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kalau badan sakit, kita cari sakitnya apa, baru kita obati, ya.",kalau badan sakit kita cari sakitnya apa baru kita obati ya,kalau badan sakit cari sakitnya apa baru obati,-19,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi, Saudara-saudara, kita mengerti secara garis besar, oke.",jadi saudara saudara kita mengerti secara garis besar oke,jadi saudara saudara mengerti garis besar oke,-7,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Dan, saya sudah perjuangkan berkali-kali, karena itu yang saya yakini.",dan saya sudah perjuangkan berkali kali karena itu yang saya yakini,saya perjuangkan berkali kali itu saya yakini,-8,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Saya tidak percaya dengan teori-teori neolib.,saya tidak percaya dengan teori teori neolib,tidak percaya teori teori neolib,-3,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Katanya kita berpikir global, tidak ada perbatasan lagi, ya, kan?",katanya kita berpikir global tidak ada perbatasan lagi ya kan,katanya berpikir global ada perbatasan ya kan,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi ada paham, pahamnya neolib.",jadi ada paham pahamnya neolib,jadi paham pahamnya neolib,-2,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kalau kau miskin, itu salah kamu.",kalau kau miskin itu salah kamu,kalau kau miskin salah kamu,-10,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Iya, itu pemikiran mereka.",iya itu pemikiran mereka,iya pemikiran,-3,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Dan, paham neolib itu mengatakan biarlah yang kaya hanya satu persen.",dan paham neolib itu mengatakan biarlah yang kaya hanya satu persen,paham neolib mengatakan biarlah kaya satu persen,2,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kalau mereka kaya nanti lama-lama kekayaannya akan menetes ke bawah.Trickle, trickle-downeffect.Saya tanya, kalian percaya enggak akan menetes ke bawah?",kalau mereka kaya nanti lama lama kekayaannya akan menetes ke bawah trickle trickle downeffect saya tanya kalian percaya enggak akan menetes ke bawah,kalau kaya lama lama kekayaannya menetes bawah trickle trickle downeffect tanya kalian percaya enggak menetes bawah,-17,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Kalian percaya atau tidak akan menetes ke bawah?,kalian percaya atau tidak akan menetes ke bawah,kalian percaya tidak menetes bawah,-6,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Ada wartawan, sih.",ada wartawan sih,wartawan sih,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saya ini lahir di Betawi tapi saya asal dari Banyumas, campur sama Minahasa.",saya ini lahir di betawi tapi saya asal dari banyumas campur sama minahasa,ini lahir betawi saya asal banyumas campur sama minahasa,8,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Waduh, ini darahnya darah keras semua ini.",waduh ini darahnya darah keras semua ini,waduh darahnya darah keras semua,-7,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Tapi, saya sudah, saya sudah, saya sudah, sudah tua, jadi sudah sabar.",tapi saya sudah saya sudah saya sudah sudah tua jadi sudah sabar,saya saya saya tua jadi sudah sabar,-12,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Sekarang saya sabar, kadang-kadang aja kesabarannya hilang.",sekarang saya sabar kadang kadang aja kesabarannya hilang,sekarang sabar kadang kadang aja kesabarannya hilang,8,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Lupa sudah pensiun.,lupa sudah pensiun,lupa pensiun,-6,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi, Saudara-saudara, tidak ada dan pemimpin Barat sekarang sudah mengakui mereka sudah meninggalkan neolib.",jadi saudara saudara tidak ada dan pemimpin barat sekarang sudah mengakui mereka sudah meninggalkan neolib,jadi saudara saudara ada pemimpin barat sekarang mengakui sudah meninggalkan neolib,-11,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Mereka yang meninggalkan.,mereka yang meninggalkan,yang meninggalkan,-9,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Amerika, Inggris, Eropa Barat sudah tinggalkan.",amerika inggris eropa barat sudah tinggalkan,amerika inggris eropa barat tinggalkan,-3,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Hanya di kita, saya enggak tahu ada orang-orang pintar yang entah terlalu pintar atau apa, saya enggak ngerti.",hanya di kita saya enggak tahu ada orang orang pintar yang entah terlalu pintar atau apa saya enggak ngerti,di enggak tahu orang orang pintar entah terlalu pintar apa saya enggak ngerti,-17,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi, kalau kita mau buat satu program aliran untuk memperkuat bangsa sendiri, kita diejek, kitadijelek-jelekin, kita difitnah, kita dihajar.",jadi kalau kita mau buat satu program aliran untuk memperkuat bangsa sendiri kita diejek kitadijelek jelekin kita difitnah kita dihajar,jadi kalau mau buat satu program aliran memperkuat bangsa sendiri diejek kitadijelek jelekin difitnah dihajar,-4,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Tapieuweuh pangaruhna.,tapieuweuh pangaruhna,tapieuweuh pangaruhna,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Saya katakaneuweuh pangaruhna.,saya katakaneuweuh pangaruhna,katakaneuweuh pangaruhna,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita jalan terus, Saudara-saudara sekalian.",kita jalan terus saudara saudara sekalian,jalan terus saudara saudara sekalian,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita tidak ragu-ragu, Saudara-saudara sekalian.",kita tidak ragu ragu saudara saudara sekalian,tidak ragu ragu saudara saudara sekalian,-11,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Kita berada di jalan yang benar.,kita berada di jalan yang benar,berada jalan benar,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Kita berada di jalan pendiri-pendiri bangsa kita.,kita berada di jalan pendiri pendiri bangsa kita,berada jalan pendiri pendiri bangsa,4,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita berada di jalan yang lurus membela rakyat kehormatan bagi bangsa Indonesia, membela rakyat kehormatan bagi setiap patriot.",kita berada di jalan yang lurus membela rakyat kehormatan bagi bangsa indonesia membela rakyat kehormatan bagi setiap patriot,berada jalan lurus membela rakyat kehormatan bangsa indonesia membela rakyat kehormatan setiap patriot,18,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saya tidak akan ragu-ragu, saya akan terus untuk membela dan memperkuat bangsa Indonesia dan rakyat Indonesia, Saudara-saudara sekalian.",saya tidak akan ragu ragu saya akan terus untuk membela dan memperkuat bangsa indonesia dan rakyat indonesia saudara saudara sekalian,tidak ragu ragu akan terus membela memperkuat bangsa indonesia rakyat indonesia saudara saudara sekalian,-8,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Saya minta kesabaran Saudara-saudara.,saya minta kesabaran saudara saudara,minta kesabaran saudara saudara,2,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saudara-saudara,Kita sudah buktikan, tahun pertama pemerintah yang saya pimpin kita sudah swasembada pangan, Saudara-saudara sekalian.",saudara saudara kita sudah buktikan tahun pertama pemerintah yang saya pimpin kita sudah swasembada pangan saudara saudara sekalian,saudara saudara sudah buktikan tahun pertama pemerintah saya pimpin sudah swasembada pangan saudara saudara sekalian,-7,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita tidak impor pangan lagi, kita ekspor.",kita tidak impor pangan lagi kita ekspor,tidak impor pangan kita ekspor,-5,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Tahun pertama pemerintah yang saya pimpin.,tahun pertama pemerintah yang saya pimpin,tahun pertama pemerintah saya pimpin,-3,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Baru beberapa hari yang lalu, kitalaunchingB50, solar 50 persen dari kelapa sawit.",baru beberapa hari yang lalu kitalaunchingb solar persen dari kelapa sawit,baru beberapa hari lalu kitalaunchingb solar persen kelapa sawit,5,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Petani kelapa sawit ada di Indonesia.,petani kelapa sawit ada di indonesia,petani kelapa sawit di indonesia,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Minyak kelapa sawit di Indonesia.,minyak kelapa sawit di indonesia,minyak kelapa sawit indonesia,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Mulai bulan ini, kita tidak impor lagi solar dari luar negeri.",mulai bulan ini kita tidak impor lagi solar dari luar negeri,mulai bulan kita impor solar luar negeri,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Dan, profesor-profesor kita sekarang sedang mengembangkan bensin dari kelapa sawit.",dan profesor profesor kita sekarang sedang mengembangkan bensin dari kelapa sawit,profesor profesor sekarang sedang mengembangkan bensin kelapa sawit,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Etanol dari singkong, dari jagung, dari sorgum, Saudara-saudara.",etanol dari singkong dari jagung dari sorgum saudara saudara,etanol singkong jagung sorgum saudara saudara,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi, saya harap dalam tiga [sampai] empat tahun lagi, kita nanti juga bisa menghasilkan bensin dari tanaman.",jadi saya harap dalam tiga sampai empat tahun lagi kita nanti juga bisa menghasilkan bensin dari tanaman,jadi harap tiga empat tahun kita juga menghasilkan bensin tanaman,-5,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Berarti petani singkong akan hidup makmur, petani jagung akan hidup makmur, petani-petani di seluruh Indonesia akan berbuat yang terbaik untuk bangsa dan untuk keluarganya sendiri, Saudara-saudara sekalian.",berarti petani singkong akan hidup makmur petani jagung akan hidup makmur petani petani di seluruh indonesia akan berbuat yang terbaik untuk bangsa dan untuk keluarganya sendiri saudara saudara sekalian,berarti petani singkong hidup makmur petani jagung hidup makmur petani petani seluruh indonesia berbuat terbaik bangsa untuk keluarganya sendiri saudara saudara sekalian,3,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita juga dalam satu tahun pemerintahan kita, kita sekarang sudah konsolidasikan semua BUMN kita menjadi satu, satu dana kedaulatan (sovereign wealth fund), Dana Kekayaan Kedaulatan.",kita juga dalam satu tahun pemerintahan kita kita sekarang sudah konsolidasikan semua bumn kita menjadi satu satu dana kedaulatan sovereign wealth fund dana kekayaan kedaulatan,juga satu tahun pemerintahan sekarang konsolidasikan semua bumn kita menjadi satu satu dana kedaulatan sovereign wealth fund dana kekayaan kedaulatan,4,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Seribu BUMN lebih kita jadikan satu konsolidasi.,seribu bumn lebih kita jadikan satu konsolidasi,seribu bumn lebih jadikan satu konsolidasi,3,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Nilainya adalah seribu miliar Dolar, satu triliun Dolar Amerika.",nilainya adalah seribu miliar dolar satu triliun dolar amerika,nilainya seribu miliar dolar satu triliun dolar amerika,-1,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita sekarang adalah dana kedaulatan mungkin kelima atau keenam terbesar di dunia, di dunia.",kita sekarang adalah dana kedaulatan mungkin kelima atau keenam terbesar di dunia di dunia,sekarang dana kedaulatan mungkin kelima keenam terbesar dunia dunia,-1,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Jadi jangan kita selalu pesimis, rendah diri.",jadi jangan kita selalu pesimis rendah diri,jadi jangan selalu pesimis rendah diri,-11,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Rendah hati harus, jangan rendah diri, ya.",rendah hati harus jangan rendah diri ya,rendah hati jangan rendah diri,-16,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Dan, BUMN-BUMN itu akan kita tertibkan.",dan bumn bumn itu akan kita tertibkan,bumn bumn akan tertibkan,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Selama ini BUMN-BUMN itu sumber korupsi.,selama ini bumn bumn itu sumber korupsi,selama bumn bumn sumber korupsi,-4,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saudara ingin presidenmu bicara apa adanya, kan?",saudara ingin presidenmu bicara apa adanya kan,saudara presidenmu bicara apa adanya kan,-3,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Saya memperingatkan lagi, sekali lagi untuk sekian kali lagi saya bicara dari dulu.",saya memperingatkan lagi sekali lagi untuk sekian kali lagi saya bicara dari dulu,memperingatkan sekali untuk sekian kali saya bicara dulu,-4,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Hei, para koruptor, sadar diri.",hei para koruptor sadar diri,hei koruptor sadar diri,-2,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Hentikan praktik-praktik kau, hentikan.",hentikan praktik praktik kau hentikan,hentikan praktik praktik kau hentikan,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Rakyat tidak bodoh.,rakyat tidak bodoh,rakyat bodoh,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Hentikan.,hentikan,hentikan,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kembalikan kekayaan rakyat, kembalikan dengan baik.",kembalikan kekayaan rakyat kembalikan dengan baik,kembalikan kekayaan rakyat kembalikan baik,1,positif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Kita bangsa pemaaf, tapi rakyat butuh keadilan, rakyat butuh kesejahteraan.",kita bangsa pemaaf tapi rakyat butuh keadilan rakyat butuh kesejahteraan,bangsa pemaaf rakyat butuh keadilan rakyat butuh kesejahteraan,-10,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,"Rakyat butuh sekolah yang baik, guru-guru butuh gaji yang baik, dokter-dokter, perawat-perawat butuh gaji yang baik, tentara dan polisi butuh gaji yang baik supaya mereka tidak memeras dari rakyat, pegawai negeri butuh gaji yang baik supaya mereka enggak korupsi.",rakyat butuh sekolah yang baik guru guru butuh gaji yang baik dokter dokter perawat perawat butuh gaji yang baik tentara dan polisi butuh gaji yang baik supaya mereka tidak memeras dari rakyat pegawai negeri butuh gaji yang baik supaya mereka enggak korupsi,rakyat butuh sekolah baik guru guru butuh gaji baik dokter dokter perawat perawat butuh gaji baik tentara polisi butuh gaji baik mereka memeras rakyat pegawai negeri butuh gaji baik mereka enggak korupsi,-22,negatif
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Percayalah.,percayalah,percayalah,0,netral
Sambutan Presiden pada Peringatan Hari Koperasi Nasional Ke-79 Tahun 2026,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_peringatan_hari_koperasi_nasional_ke_79_tahun_2026,Mari kita bersatu semua unsur.,mari kita bersatu semua unsur,kita bersatu semua unsur,-4,negatif
